city,lat,lng,country
Ilaiyānkudi,9.6271,78.6247,India
Mudgal,16.0119,76.442,India
Atlatlahucan,18.935,-98.9,Mexico
Oulad Said,32.632,-8.8456,Morocco
Bacoli,40.8,14.0833,Italy
Miahuatlán,18.5667,-97.4333,Mexico
Allen,12.5013,124.282,Philippines
Petershagen,52.3833,8.9667,Germany
Tipasa,36.5919,2.4494,Algeria
Mananjary,-21.2167,48.3333,Madagascar
Wumayingcun,38.0094,116.8032,China
Sandoná,1.2833,-77.4667,Colombia
Dickinson,46.8918,-102.7925,United States
Hazelwood,38.7931,-90.3899,United States
Apiaí,-24.5097,-48.8428,Brazil
Norco,33.9252,-117.5498,United States
Norden,53.5967,7.2056,Germany
Workington,54.6365,-3.5549,United Kingdom
Guéné,11.7306,3.2242,Benin
Orosháza,46.5678,20.6428,Hungary
Uruçuí,-7.2333,-44.55,Brazil
Maaseik,51.1019,5.7856,Belgium
Brodósqui,-20.9908,-47.6589,Brazil
North Laurel,39.1285,-76.8476,United States
Walker,42.9853,-85.7446,United States
Dinuba,36.5453,-119.3987,United States
Saranga,22.54,88.21,India
Somoniyon,38.4422,68.7769,Tajikistan
Taquari,-29.8,-51.8597,Brazil
Néa Filadélfeia,38.0367,23.7367,Greece
Barstow,34.8661,-117.0471,United States
Albany,-35.0228,117.8814,Australia
Uttaramerūr,12.616,79.753,India
Şaydnāyā,33.6947,36.3715,Syria
Kingswinford,52.498,-2.166,United Kingdom
Kola,22.43,87.87,India
Lātehār,23.7442,84.4998,India
Carteret,40.5849,-74.2284,United States
Sarrat,18.1578,120.6447,Philippines
Saikaichō-kobagō,32.9331,129.6431,Japan
Piranhas,-9.6239,-37.7569,Brazil
Pāonta Sāhib,30.438,77.624,India
Erlun,23.791,120.3954,Taiwan
Tirorā,21.4072,79.9326,India
Banhatti,16.3853,75.1494,India
Jutaí,-2.7469,-66.7669,Brazil
Malyn,50.7689,29.27,Ukraine
Edgewood,39.419,-76.2964,United States
Overijse,50.7751,4.5372,Belgium
Aridagawa,34.05,135.2167,Japan
Monreal,12.644,123.6648,Philippines
Easton,42.0362,-71.1103,United States
Pitsea,51.569,0.504,United Kingdom
Vāsudevanallūr,9.2417,77.4118,India
Fatimé,13.5739,-5.3815,Mali
Álamo,20.9167,-97.675,Mexico
Debila,33.5064,6.9381,Algeria
Prachin Buri,14.0567,101.3739,Thailand
Bagno a Ripoli,43.75,11.3167,Italy
Muskego,42.886,-88.1291,United States
Bardsīr,29.9275,56.5764,Iran
Rhyl,53.321,-3.48,United Kingdom
Gulām,25.7965,86.7416,India
Harstad,68.7989,16.5314,Norway
Kasrāwad,22.1274,75.611,India
Rājgurunagar,18.8667,73.9,India
Saky,45.1336,33.5772,Ukraine
Panāgar,23.3,79.98,India
Wewak,-3.55,143.6333,Papua New Guinea
Aimorés,-19.4958,-41.0639,Brazil
Candelaria,-27.4594,-55.7453,Argentina
Campos Sales,-7.0739,-40.3758,Brazil
Otuzco,-7.9,-78.5833,Peru
Pallappatti,10.7198,77.8915,India
Santa María Tonameca,15.7458,-96.5472,Mexico
Sāhibpur Kamāl,25.4167,86.3901,India
Simpsonville,34.7287,-82.2569,United States
Sohwal,26.75,81.9861,India
Rānia,29.53,74.83,India
Atuntaqui,0.3317,-78.2189,Ecuador
Waldshut-Tiengen,47.6231,8.2144,Germany
Mombin Crochu,19.3688,-71.9824,Haiti
Dedham,42.2467,-71.1777,United States
Mountain House,37.7673,-121.5449,United States
Novi Travnik,44.1748,17.6634,Bosnia and Herzegovina
Nāmrup,27.1939,95.3193,India
Bad Oldesloe,53.8117,10.3742,Germany
Āshkhāneh,37.5578,56.9258,Iran
University Park,32.8506,-96.7937,United States
Malaṅgawā,26.8667,85.5667,Nepal
El Fahs,36.3667,9.9,Tunisia
Baliqchi,40.9,71.8528,Uzbekistan
Pagudpud,18.5614,120.7878,Philippines
Muliyār,12.5074,75.0957,India
Iglesias,39.3103,8.5372,Italy
Sahjanwa,26.75,83.2167,India
Rajākheri,23.8593,78.7852,India
Yarmouth,41.6756,-70.2242,United States
Kongsberg,59.65,9.65,Norway
Zawyat ech Cheïkh,32.6414,-5.9206,Morocco
Santo Tomás,-14.451,-72.082,Peru
Burē,10.7,37.0667,Ethiopia
Ninohe,40.2713,141.3048,Japan
Ibiapina,-3.9233,-40.8894,Brazil
Avon,41.4485,-82.0187,United States
Yapqan,39.1917,76.1656,China
Jāfarābād,20.8667,71.3667,India
Liria,39.6258,-0.5942,Spain
Correggio,44.7717,10.7806,Italy
Soccorro,14.6179,121.0558,Philippines
Beersel,50.7667,4.3,Belgium
Duiven,51.9472,6.0211,Netherlands
Perrysburg,41.5377,-83.6413,United States
Calahorra,42.3,-1.9667,Spain
Oegstgeest,52.1833,4.4667,Netherlands
Shrīrangapattana,12.414,76.704,India
Kingsville,27.5094,-97.861,United States
El Karimia,36.1167,1.55,Algeria
Bombinhas,-27.1378,-48.5169,Brazil
Steenbergen,51.5842,4.3194,Netherlands
Bellview,30.462,-87.312,United States
Imi-n-Tanout,31.16,-8.85,Morocco
Valls,41.2883,1.2519,Spain
Huşi,46.6742,28.0597,Romania
Lanling,23.0033,114.5671,China
Dix Hills,40.8033,-73.3375,United States
Nabīnagar,24.62,84.12,India
Sohāgpur,22.7,78.2,India
Charentsavan,40.4097,44.6431,Armenia
Camaligan,13.6208,123.1656,Philippines
Wolfsberg,46.85,14.8333,Austria
San Felipe,15.0619,120.07,Philippines
Meckenheim,50.6333,7.0167,Germany
Datça,36.7283,27.6869,Turkey
Newport,41.4801,-71.3203,United States
Barwa Sāgar,25.3799,78.739,India
Daventry,52.2578,-1.1628,United Kingdom
Pangil,14.4,121.47,Philippines
King of Prussia,40.0963,-75.3821,United States
Quirino,17.1356,121.735,Philippines
Boussé,12.6667,-1.8975,Burkina Faso
Loma Linda,34.045,-117.2498,United States
São João dos Patos,-6.495,-43.7019,Brazil
Bognor Regis,50.7824,-0.6764,United Kingdom
Barki Ballia,25.4223,86.2758,India
Nepomuceno,-21.2358,-45.2358,Brazil
Simria,25.9663,85.8324,India
Trikodi,11.4667,75.6167,India
Hukeri,16.23,74.6,India
Naubatpur,25.5,84.9611,India
Rāmshīr,30.8936,49.4086,Iran
Pathiyanikunnu,8.7733,76.8801,India
Sonzacate,13.7356,-89.7161,El Salvador
Hastings,40.5961,-98.39,United States
Attili,16.7,81.6,India
Hindley,53.5355,-2.5658,United Kingdom
Khed Brahma,24.0283,73.0414,India
Paoay,18.0625,120.5203,Philippines
Drodro,1.7667,30.5333,Congo (Kinshasa)
Dbarwa,15.1,38.8333,Eritrea
Moyalē,3.527,39.056,Ethiopia
Tegalbuleud,-7.3578,106.622,Indonesia
Kali,19.9436,77.7317,India
Ayirūrpāra,8.503,76.9522,India
Pārner,19.003,74.438,India
Lālru,30.4867,76.8006,India
Singhāna,27.98,75.8,India
Kalamner,20.4444,78.3256,India
Sojītra,22.55,72.7197,India
Mādha,29.1966,76.0653,India
Chānasma,23.72,72.12,India
Vodurivāndlagūdem,16.4286,81.133,India
Khiria Jhānsi,25.4639,78.5829,India
Data,29.267,75.995,India
Malanvādi,16.008,73.687,India
Aş Şaqlāwīyah,33.3964,43.6833,Iraq
Shaqlāwah,36.3964,44.3436,Iraq
Ash Shūnah ash Shamālīyah,32.61,35.6081,Jordan
Moyale,3.527,39.056,Kenya
Vangviang,18.9267,102.4494,Laos
Ehden,34.2919,35.9546,Lebanon
Ampahana,-14.7617,50.2208,Madagascar
Fidirana,-19.5095,46.5655,Madagascar
Mahatalaky,-24.7908,47.0787,Madagascar
Ankazomborona,-16.1163,46.7539,Madagascar
Antsirabe Avaratra,-13.9746,49.9724,Madagascar
Bidur,4.1167,101.2833,Malaysia
Catembe,-26.0092,32.5667,Mozambique
Nijverdal,52.3631,6.4617,Netherlands
Santiago de Chuco,-8.1502,-78.1783,Peru
Caballococha,-3.9058,-70.5164,Peru
Dainyor,35.9194,74.3889,Pakistan
Pinhal Novo,38.6297,-8.9136,Portugal
Baxdo,5.789,47.2266,Somalia
Tall Shihāb,32.6918,35.9745,Syria
Kibuku,1.0375,33.84,Uganda
Sho‘rchi,38.0111,67.7875,Uzbekistan
Araira,10.4525,-66.485,Venezuela
Higuerote,10.4833,-66.1,Venezuela
Norton Shores,43.1621,-86.2519,United States
Simaria,25.4221,86.006,India
Nossa Senhora das Dores,-10.4919,-37.1928,Brazil
Tateyama,36.6636,137.3137,Japan
Mohale’s Hoek,-30.15,27.4667,Lesotho
Sultepec,18.8667,-99.95,Mexico
Ponta de Pedras,-1.39,-48.8708,Brazil
Kabanga,-2.9022,30.4986,Tanzania
Barberton,41.0095,-81.6037,United States
Sidhaulī,27.28,80.83,India
Tsaratanana,-16.7978,47.6509,Madagascar
Schmallenberg,51.149,8.2845,Germany
Tapa,30.2979,75.3694,India
Yingshui,37.5061,105.1301,China
Šumperk,49.9653,16.9706,Czechia
Paduvari,13.8833,74.6333,India
Illiltene,36.5161,4.3944,Algeria
Olpe,51.0167,7.8333,Germany
Gajwel,17.8517,78.6828,India
Baindūr,13.866,74.6333,India
Sprockhövel,51.3667,7.25,Germany
Syke,52.9131,8.8269,Germany
Springfield,39.9281,-75.3362,United States
Romulus,42.2237,-83.366,United States
La Esperanza,14.8667,-91.5667,Guatemala
Harmanli,41.9333,25.9,Bulgaria
Paete,14.37,121.48,Philippines
Rio Preto da Eva,-2.6989,-59.7,Brazil
Yuzhang,25.3333,105.2,China
Niscemi,37.15,14.3833,Italy
Farmington,40.9845,-111.9065,United States
Traralgon,-38.1958,146.5403,Australia
Uherské Hradiště,49.0697,17.4597,Czechia
Chivolo,10.0261,-74.6211,Colombia
Cuijk,51.7269,5.8794,Netherlands
Portalegre,39.3167,-7.4167,Portugal
Marneuli,41.4872,44.7981,Georgia
North Augusta,33.5214,-81.9547,United States
Ixchiguán,15.1675,-91.9319,Guatemala
Dalupo,19.4245,110.5387,China
Pinillos,8.9167,-74.4667,Colombia
Termini Imerese,37.9833,13.7,Italy
Imatra,61.1833,28.7667,Finland
Mundargi,15.207,75.884,India
Rathenow,52.6,12.3333,Germany
Três de Maio,-27.7728,-54.24,Brazil
Koumia,12.5967,-4.6864,Mali
Nainpur,22.43,80.12,India
Asino,57.0,86.1333,Russia
Auburn Hills,42.6735,-83.2448,United States
Elefsína,38.0333,23.5333,Greece
Hunucmá,21.0153,-89.8744,Mexico
Dimasalang,12.1933,123.8583,Philippines
Montalbán,10.2522,-68.3019,Venezuela
Wanchuan,35.0875,105.8561,China
Szentes,46.6519,20.2572,Hungary
Dugda,23.7452,86.1717,India
Broadstairs,51.3589,1.4394,United Kingdom
Nogi,36.2332,139.7407,Japan
Pezinok,48.2919,17.2661,Slovakia
Yaypan,40.3758,70.8156,Uzbekistan
Sand,59.0886,10.4317,Norway
Ixhuatlancillo,18.9,-97.15,Mexico
Üshtöbe,45.2422,77.9822,Kazakhstan
Réthymno,35.3689,24.4739,Greece
Flores Costa Cuca,14.65,-91.8167,Guatemala
Minowa,35.915,137.9819,Japan
Westerlo,51.0897,4.9153,Belgium
Sora,41.7167,13.6167,Italy
Kholmsk,47.05,142.05,Russia
Piracanjuba,-17.3028,-49.0178,Brazil
Pedro Carbo,-1.8179,-80.233,Ecuador
Kouhu,23.5763,120.1725,Taiwan
Martinópolis,-22.1461,-51.1709,Brazil
Riverbank,37.726,-120.9433,United States
Quispamsis,45.4322,-65.9462,Canada
Sahasoa,-21.948,45.9891,Madagascar
Stein,50.9679,5.7652,Netherlands
Iki,33.7497,129.6914,Japan
Les Pavillons-sous-Bois,48.9,2.5,France
Villa Tapia,19.3,-70.42,Dominican Republic
Seal Beach,33.7542,-118.0714,United States
Meiningen,50.55,10.4167,Germany
Kobo,12.15,39.6333,Ethiopia
Břeclav,48.7589,16.8819,Czechia
Almonte,37.2667,-6.5167,Spain
Wasaga Beach,44.5206,-80.0167,Canada
Wujiaying,33.1871,107.048,China
Karukurti,10.2167,76.3833,India
Derry,40.2709,-76.6561,United States
Kālāvad,22.22,70.38,India
Edavanakad,10.015,76.22,India
Ishii,34.0667,134.4333,Japan
Jabonga,9.3431,125.5156,Philippines
Solsona,18.0961,120.7725,Philippines
Ādīs Zemen,12.1167,37.7833,Ethiopia
Rangāpāra,26.8377,92.6688,India
Madūru,14.7616,78.6171,India
Cherukara,9.4667,76.6,India
Vernon,49.09,1.49,France
Valambur,11.0,76.2,India
Liangwu,23.6012,111.8238,China
Rāghopur,25.5323,85.3809,India
Ghoti Budrukh,19.7167,73.6333,India
Anivorano Avaratra,-12.741,49.2332,Madagascar
Santa Rita do Passa Quatro,-21.71,-47.4778,Brazil
Sirmatpur,25.3235,87.3836,India
Hamme,51.0833,4.1333,Belgium
Dangila,11.2667,36.8333,Ethiopia
Banga,31.1887,75.9949,India
Turuttikkara,8.9438,76.6039,India
Bourdoud,34.5922,-4.5492,Morocco
Savur,37.5375,40.8892,Turkey
Aso,32.9519,131.1214,Japan
Westchase,28.0597,-82.611,United States
Perevalsk,48.4333,38.8167,Ukraine
Tamboril,-4.8319,-40.3208,Brazil
Nazareth,8.558,77.96,India
Centerville,39.6339,-84.1449,United States
Morales,8.3133,-73.8719,Colombia
Gáldar,28.1439,-15.6503,Spain
Collingwood,44.5,-80.2167,Canada
Bāsopatti,26.578,86.0052,India
Piat,17.7919,121.4769,Philippines
Madaoua,14.0762,5.9586,Niger
General Luna,13.6881,122.1708,Philippines
Yukon,35.5201,-97.7639,United States
Thundersley,51.57,0.59,United Kingdom
Poblacion,10.1614,125.1303,Philippines
Kuttampuzha,10.15,76.7333,India
Pecan Grove,29.6235,-95.733,United States
Wisbech,52.664,0.16,United Kingdom
Świecie,53.4167,18.4333,Poland
Icatu,-2.7758,-44.0658,Brazil
Khalāri,23.6506,85.0074,India
Baarn,52.2117,5.2875,Netherlands
Corralillo,22.9856,-80.5831,Cuba
Voorst,52.1692,6.1428,Netherlands
Plettenberg,51.2167,7.8833,Germany
Turek,52.0167,18.5,Poland
Fort Dodge,42.5098,-94.1751,United States
Usia,25.4309,83.7075,India
Suchitoto,13.9333,-89.0333,El Salvador
Gorleston-on-Sea,52.5757,1.7235,United Kingdom
Shivganj,25.15,73.07,India
Salanso,12.1833,-4.0833,Burkina Faso
Cambre,43.283,-8.333,Spain
Pamplona,18.4661,121.3425,Philippines
Tugaya,7.884,124.172,Philippines
Guaraí,-8.8339,-48.51,Brazil
Nar’yan-Mar,67.6333,53.05,Russia
Galdácano,43.2306,-2.8458,Spain
Big Spring,32.2389,-101.4799,United States
Pepa,-7.7106,29.776,Congo (Kinshasa)
Pweto,-8.4667,28.9,Congo (Kinshasa)
Rudolstadt,50.7169,11.3275,Germany
Dodola,6.9833,39.1833,Ethiopia
Beifan,31.3881,113.5269,China
San Francisco Zapotitlán,14.5833,-91.5167,Guatemala
Ardmore,34.1949,-97.1256,United States
Santana,-12.9828,-44.0508,Brazil
Kalayaan,14.328,121.48,Philippines
Jamay,20.29,-102.71,Mexico
Bad Mergentheim,49.5,9.7667,Germany
Sandusky,41.4468,-82.7024,United States
Tres Isletas,-26.35,-60.4167,Argentina
Ban Khamen,13.8823,100.2879,Thailand
Boureït,34.9833,-4.9167,Morocco
Tuburan,6.6,122.2,Philippines
Thornaby on Tees,54.5585,-1.3025,United Kingdom
Villanueva,4.6087,-72.9288,Colombia
Kulachi,31.9286,70.4592,Pakistan
Taquaritinga do Norte,-7.9001,-36.0502,Brazil
Owando,-0.4833,15.8975,Congo (Brazzaville)
Patian,5.8444,121.1439,Philippines
Djambala,-2.54,14.7519,Congo (Brazzaville)
Guaymango,13.75,-89.8333,El Salvador
Barnegat,39.7668,-74.2776,United States
Floresta,-8.6008,-38.5678,Brazil
Lapão,-11.3828,-41.8319,Brazil
Zanesville,39.9565,-82.0132,United States
Bāzārak,35.3128,69.5158,Afghanistan
Ain Aicha,34.4833,-4.7,Morocco
Junqueiro,-9.9253,-36.4758,Brazil
Hertford,51.7966,-0.0774,United Kingdom
Haren,52.7667,7.2167,Germany
Zumpango del Río,17.65,-99.5,Mexico
Marapanim,-0.7139,-47.6939,Brazil
Brasil Novo,-3.2619,-52.6678,Brazil
Delfzijl,53.3333,6.9167,Netherlands
Moron,18.5604,-74.2578,Haiti
Castro Alves,-12.7658,-39.4278,Brazil
Lempäälä,61.3167,23.75,Finland
Zittau,50.8961,14.8072,Germany
João Lisboa,-5.4478,-47.4008,Brazil
Maçka,40.8119,39.6131,Turkey
Algeciras,2.5333,-75.3167,Colombia
Ma‘bar,14.794,44.2935,Yemen
Zhenbeibu,38.6275,106.0669,China
Gouna,10.9167,-8.0,Mali
Podatūrpeta,13.2817,79.4854,India
Victoria,-4.6231,55.4525,Seychelles
G’allaorol Shahri,40.0214,67.5975,Uzbekistan
Mairwa,26.2322,84.1635,India
Santa Rosa,10.4456,-75.3686,Colombia
Oga,39.8868,139.8476,Japan
Saltpond,5.2091,-1.0606,Ghana
Betong,5.7731,101.0725,Thailand
Kakonko,-3.2796,30.96,Tanzania
Morton Grove,42.0423,-87.789,United States
Baroy,8.03,123.78,Philippines
Tamilisan,7.9761,122.6639,Philippines
Raška,43.2856,20.6092,Serbia
Hınıs,39.3586,41.7003,Turkey
Pānapur,25.6729,85.0715,India
Kajiado,-1.85,36.7833,Kenya
Paris,33.6688,-95.546,United States
Olesa de Montserrat,41.545,1.8944,Spain
Narutō,35.5864,140.4136,Japan
San Benito,26.1298,-97.644,United States
Patnāgarh,20.7083,83.1326,India
Herzogenaurach,49.57,10.8819,Germany
Monte Cristi,19.8667,-71.65,Dominican Republic
Stutterheim,-32.5667,27.4167,South Africa
Narasingapuram,11.6038,78.5778,India
Libourne,44.92,-0.24,France
Charleville-Mézières,49.7719,4.7161,France
Shitan,22.4546,112.5832,China
Suitland,38.8492,-76.9225,United States
Scotch Plains,40.6332,-74.3739,United States
Uauá,-9.8419,-39.4819,Brazil
Chandili,19.2467,83.4058,India
Erandio,43.3047,-2.9731,Spain
Jiquílpan de Juárez,19.59,-102.43,Mexico
Miguel Calmon,-11.4289,-40.595,Brazil
Kaga Bandoro,7.0,19.1833,Central African Republic
Portão,-29.7019,-51.2419,Brazil
Pāsighāt,28.07,95.33,India
Bystrc,49.2247,16.5239,Czechia
Lormont,44.8792,-0.5217,France
Ternate,14.28,120.72,Philippines
Eidsvoll,60.3167,11.2333,Norway
Larvik,59.0532,10.0271,Norway
Alaçam,41.61,35.595,Turkey
Ürgüp,38.6314,34.9131,Turkey
Leoben,47.3817,15.0972,Austria
Bedburg,51.0,6.5625,Germany
Burdeos,14.8436,121.9697,Philippines
Newton in Makerfield,53.45,-2.633,United Kingdom
Las Cabras,-34.2917,-71.3097,Chile
Pālakodu,12.3037,78.073,India
Shamgarh,24.18,75.63,India
Merelbeke,51.0,3.75,Belgium
West Milford,41.106,-74.3914,United States
Bielsk Podlaski,52.7667,23.2,Poland
Al Qubbah,32.7568,22.2411,Libya
Cloverleaf,29.7882,-95.1724,United States
Socastee,33.6871,-79.0086,United States
Znamensk,48.5833,45.75,Russia
El Milagro,-8.0284,-79.0672,Peru
Ban Bang Phun,13.9851,100.5701,Thailand
Santa Maria do Pará,-1.3519,-47.5758,Brazil
Zwevegem,50.8,3.3333,Belgium
Desnogorsk,54.15,33.2833,Russia
Belton,38.8192,-94.5335,United States
Port St. John,28.4757,-80.8104,United States
Rawson,-43.3,-65.1,Argentina
Navalgund,15.57,75.37,India
San Borja,-14.8583,-66.7475,Bolivia
Iaçu,-12.7669,-40.2119,Brazil
Bainbridge Island,47.6439,-122.5434,United States
Donggangli,39.9733,119.6406,China
Waldkraiburg,48.2167,12.4,Germany
Queimadas,-10.9778,-39.6239,Brazil
Khashuri,41.9975,43.5986,Georgia
Pāta Kalidindi,16.5014,81.2908,India
Sebt Gzoula,32.1167,-9.0833,Morocco
Madougou,14.3992,-3.0789,Mali
Etajima,34.2167,132.45,Japan
Rāmdiri,25.3118,86.1023,India
Fatoma,14.6111,-4.0614,Mali
Télagh,34.7833,-0.5667,Algeria
Maywood,33.9886,-118.1877,United States
Wyandotte,42.2113,-83.1558,United States
Darende,38.5472,37.5111,Turkey
Medford,39.8639,-74.8231,United States
Condado,-7.5858,-35.1058,Brazil
Fontenay-aux-Roses,48.7893,2.2888,France
Gorantla,13.9892,77.7703,India
Carrascal,9.3683,125.9494,Philippines
Selma,36.5715,-119.6143,United States
Westford,42.5864,-71.4401,United States
Çayeli,40.75,41.0667,Turkey
Rio Tinto,-6.8028,-35.0808,Brazil
Irugūr,11.0178,77.0629,India
Watertown,43.9734,-75.9094,United States
Reserva,-24.65,-50.8508,Brazil
Calamar,10.25,-74.9158,Colombia
Biharamulo,-2.6333,31.3167,Tanzania
Aïn Kechera,36.7483,6.4325,Algeria
Greenbelt,38.9953,-76.8885,United States
Sept-Îles,50.2167,-66.3833,Canada
Goulburn,-34.7558,149.7206,Australia
Panglong,24.1003,98.3139,Burma
Carlos A. Carrillo,18.3748,-95.7544,Mexico
Douar Ouled Ayad,32.2,-6.7975,Morocco
Païta,-22.1289,166.369,New Caledonia
Takhli,15.2667,100.35,Thailand
El Retorno,2.3306,-72.6278,Colombia
Landover,38.9241,-76.8875,United States
Tapejara,-28.0678,-52.0139,Brazil
Ridgeland,32.4236,-90.1481,United States
Guabiruba,-27.0858,-48.9808,Brazil
Mponela,-13.531,33.7393,Malawi
Stjørdal,63.4703,10.9122,Norway
Kottapeta,16.7167,81.9,India
Valdivia,7.289,-75.398,Colombia
Cheruvāranam,9.6522,76.3179,India
Wierden,52.3592,6.5931,Netherlands
Kerrville,30.0398,-99.132,United States
Alcobaça,-17.5189,-39.1958,Brazil
Ureshinomachi-shimojuku,33.1281,130.06,Japan
Herndon,38.9699,-77.3867,United States
Santo Tomas,17.4,121.77,Philippines
Ravānsar,34.7156,46.6519,Iran
Sirkhandi Bhitha,26.6244,85.7787,India
Dungra Chhota,23.1667,74.3,India
Douar ’Ayn Dfali,34.599,-5.5488,Morocco
Quţūr,30.9765,30.9532,Egypt
Malinao,11.6431,122.3072,Philippines
Watsa,3.0372,29.5355,Congo (Kinshasa)
Homer Glen,41.6043,-87.9497,United States
Cordeirópolis,-22.4819,-47.4569,Brazil
Melrose Park,41.903,-87.8636,United States
Amatán,17.3667,-92.8167,Mexico
Belvidere,42.2543,-88.8649,United States
Pelham,33.3114,-86.7573,United States
Sánchez,19.2289,-69.6119,Dominican Republic
Akivīdu,16.5812,81.3747,India
Aklvidu,16.6,81.3833,India
Ronnenberg,52.3194,9.6556,Germany
Qualiano,40.9167,14.15,Italy
Zdolbuniv,50.5094,26.2597,Ukraine
Hulbuk,37.805,69.6464,Tajikistan
Bereket,39.2431,55.5169,Turkmenistan
G‘uzor,38.6208,66.2481,Uzbekistan
Andhra Thārhi,26.3771,86.3341,India
Nij Khari,22.0929,88.4288,India
Dongxiaozhai,40.1672,118.0699,China
Tirumuruganpūndi,11.1649,77.3084,India
Parambatt Kavu,11.3268,75.8906,India
Ocara,-4.4908,-38.5969,Brazil
Markkleeberg,51.2778,12.3833,Germany
Orly,48.7439,2.3928,France
Tulsīpur,27.55,82.42,India
Pindwāra,24.7945,73.055,India
Dhāmnagar,20.9141,86.4468,India
Ấp Khánh Hòa,10.6333,105.2167,Vietnam
Mahdīshahr,35.7144,53.3569,Iran
World Golf Village,29.9654,-81.4896,United States
Kaynarca,41.0308,30.3075,Turkey
Hanerik,39.2627,76.419,China
Khajurāho,24.85,79.925,India
Fairfax,38.8531,-77.2997,United States
Traun,48.2217,14.2397,Austria
Soledad,36.4432,-121.3426,United States
Mimoso do Sul,-21.0639,-41.3658,Brazil
Decatur,33.7711,-84.2963,United States
Purwā,26.47,80.78,India
San Agustín Loxicha,16.0167,-96.6167,Mexico
Saginaw,32.8657,-97.3654,United States
Zion,42.4603,-87.8511,United States
Baar,47.1956,8.5264,Switzerland
Warstein,51.45,8.35,Germany
Slavutych,51.5206,30.7569,Ukraine
Sahaspur,29.1208,78.6208,India
Cartaxo,39.1619,-8.7864,Portugal
Isernhagen-Süd,52.4342,9.8572,Germany
Canton,42.175,-71.1264,United States
Faribault,44.2996,-93.2789,United States
Sahāwar,27.8,78.85,India
Nasukarasuyama,36.6569,140.1514,Japan
Wetzikon,47.3208,8.7931,Switzerland
Attendorn,51.1289,7.9022,Germany
Igaraçu do Tietê,-22.5092,-48.5578,Brazil
Calw,48.7167,8.7333,Germany
Eisenhüttenstadt,52.145,14.6728,Germany
Zungeru,9.8128,6.1558,Nigeria
Vinnamāla,13.9074,79.9086,India
Būndu,23.1609,85.5901,India
Tamahú,15.3333,-90.1667,Guatemala
Felixstowe,51.9639,1.3514,United Kingdom
Qabāţīyah,32.4104,35.2809,West Bank
Napindan,14.5403,121.0961,Philippines
Eysines,44.8853,-0.65,France
Arad,31.2603,35.2147,Israel
Channagiri,14.024,75.9258,India
’Aïn Boucif,35.8912,3.1585,Algeria
Gaz,32.8061,51.6206,Iran
Vilankulo,-22.0,35.3167,Mozambique
Zhuangwei,24.7702,121.8023,Taiwan
Riverside,39.7835,-84.1219,United States
Balarāmpur,23.12,86.22,India
Yokadouma,3.5167,15.05,Cameroon
Garcia Hernandez,9.6144,124.2946,Philippines
Benbrook,32.6788,-97.4637,United States
São Sebastião do Caí,-29.5869,-51.3758,Brazil
Três Coroas,-29.5169,-50.7778,Brazil
Clinton,41.8435,-90.2412,United States
Żagań,51.6167,15.3167,Poland
Cazones de Herrera,20.7044,-97.3106,Mexico
Mola di Bari,41.0667,17.0833,Italy
Armiansk,46.1074,33.6919,Ukraine
Pedra Azul,-16.005,-41.2969,Brazil
Oirase,40.5992,141.3977,Japan
Ramain,7.97,124.35,Philippines
Fray Bentos,-33.1333,-58.3,Uruguay
Minas Novas,-17.2189,-42.59,Brazil
Ashwarāopeta,17.25,81.1333,India
Los Barrios,36.1833,-5.4833,Spain
Tirutturaippūndi,10.53,79.65,India
Abim,2.7019,33.66,Uganda
Upper Providence,40.1654,-75.4888,United States
Garhara,25.4407,85.9983,India
Panmana,8.9333,76.6167,India
Buturlinovka,50.8333,40.5833,Russia
Oak Harbor,48.2964,-122.6333,United States
Oak Ridge,28.4727,-81.4169,United States
Itambé,-15.245,-40.6239,Brazil
Ngorkou,15.6597,-3.7158,Mali
Kings Norton,52.4072,-1.9272,United Kingdom
